c
c This is glucose 4.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:          1038                                                                   |
c |  Number of clauses:            2809                                                                   |
c |  Parse time:                   0.00 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c |  Eliminated clauses:           0.02 Mb                                                                |
c |  Simplification time:          0.01 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     9066         0      336 |     122      482   -46425 |  1482     3990       57  2981889 | 36.610 % |
c |     9072         0      337 |     122      482   -46262 |  1487     3966       57  2991822 | 36.610 % |
c |     9073         0      338 |     122      482   -46113 |  1492     3975       57  3001732 | 36.609 % |
c |     9136         0      337 |     122      482   -45868 |  1497     3981       59  3011641 | 36.609 % |
c |     9141         0      338 |     122      482   -45794 |  1502     3972       59  3021564 | 36.609 % |
c |     9141         0      339 |     122      482   -45416 |  1507     3935       59  3031409 | 36.609 % |
c |     9218         0      337 |     122      482   -44866 |  1512     3969       59  3041215 | 36.610 % |
c |     9239         0      337 |     122      482   -44756 |  1517     3975       59  3051145 | 36.610 % |
c |     9287         0      337 |     122      482   -44598 |  1522     3977       59  3061050 | 36.609 % |
c |     9310         0      337 |     122      482   -44297 |  1527     3906       60  3070969 | 36.609 % |
c |     9372         0      336 |     122      482   -44137 |  1532     3987       60  3080834 | 36.609 % |
c |     9423         0      335 |     122      482   -44011 |  1537     3988       61  3090789 | 36.609 % |
c |     9444         0      335 |     122      482   -43833 |  1542     3966       61  3100692 | 36.609 % |
c |     9509         0      334 |     122      482   -43622 |  1547     3974       61  3110627 | 36.609 % |
c |     9566         0      333 |     122      482   -43454 |  1552     3994       61  3120548 | 36.609 % |
c |     9670         0      330 |     122      482   -43406 |  1557     3995       61  3130518 | 36.609 % |
c |     9768         0      328 |     122      482   -43302 |  1562     3988       61  3140492 | 36.609 % |
c |     9777         0      329 |     122      482   -43128 |  1567     3987       61  3150427 | 36.609 % |
c |     9805         0      329 |     122      482   -43003 |  1572     3998       61  3160368 | 36.610 % |
c |     9818         0      330 |     122      482   -43003 |  1577     4001       61  3170336 | 36.609 % |
c |     9837         0      330 |     122      482   -42965 |  1582     3995       61  3180314 | 36.609 % |
c |     9878         0      330 |     122      482   -42725 |  1587     3976       61  3190286 | 36.609 % |
c |     9900         0      330 |     122      482   -42628 |  1592     3988       61  3200202 | 36.609 % |
c |     9923         0      330 |     122      482   -42628 |  1597     4006       61  3210152 | 36.609 % |
c |     9924         0      331 |     122      482   -42587 |  1602     3973       61  3220128 | 36.609 % |
c |     9956         0      331 |     122      482   -42443 |  1607     3981       61  3230042 | 36.609 % |
c |    10009         0      330 |     122      482   -41992 |  1612     3877       62  3239960 | 36.609 % |
c |    10035         0      330 |     122      482   -41749 |  1617     3956       63  3249750 | 36.610 % |
c |    10163         0      327 |     122      482   -41532 |  1622     3993       63  3259655 | 36.609 % |
c |    10218         0      326 |     122      482   -41375 |  1627     3979       63  3269595 | 36.609 % |
c |    10233         0      327 |     122      482   -40932 |  1632     3946       63  3279490 | 36.609 % |
c |    10245         0      327 |     122      482   -40801 |  1637     3973       63  3289383 | 36.610 % |
c |    10249         0      328 |     122      482   -40532 |  1642     3907       63  3299267 | 36.609 % |
c |    10260         0      329 |     122      482   -40047 |  1647     3975       64  3309066 | 36.609 % |
c |    10304         0      328 |     122      482   -39971 |  1652     3967       64  3319003 | 36.609 % |
c |    10315         0      329 |     122      482   -39868 |  1657     3975       64  3328904 | 36.611 % |
c |    10315         0      330 |     122      482   -39427 |  1662     3967       65  3338752 | 36.611 % |
c |    10372         0      329 |     122      482   -39322 |  1667     3986       66  3348681 | 36.609 % |
c |    10373         0      330 |     122      482   -39075 |  1672     3981       66  3358567 | 36.609 % |
c |    10376         0      331 |     122      482   -38431 |  1677     3902       66  3368470 | 36.609 % |
c |    10392         0      331 |     122      482   -38252 |  1682     3964       66  3378326 | 36.611 % |
c |    10392         0      332 |     122      482   -38039 |  1687     3969       66  3388216 | 36.611 % |
c |    10418         0      333 |     122      482   -37586 |  1692     3948       67  3398075 | 36.609 % |
c |    10419         0      334 |     122      482   -37520 |  1697     3988       67  3407967 | 36.610 % |
c |    10448         0      334 |     122      482   -37321 |  1702     3972       68  3417885 | 36.609 % |
c |    10455         0      334 |     122      482   -37079 |  1707     3962       68  3427790 | 36.609 % |
c |    10536         0      333 |     122      482   -36911 |  1712     3989       68  3437691 | 36.609 % |
c |    10580         0      332 |     122      482   -36698 |  1717     3986       68  3447630 | 36.610 % |
c |    10615         0      332 |     122      482   -36373 |  1722     3970       68  3457553 | 36.610 % |
c |    10682         0      331 |     122      482   -36195 |  1727     3983       68  3467464 | 36.609 % |
c |    10787         0      329 |     122      482   -36124 |  1732     3988       68  3477422 | 36.609 % |
c |    10825         0      328 |     122      482   -36026 |  1737     3985       68  3487362 | 36.609 % |
c |    10873         0      328 |     122      482   -35779 |  1742     3972       68  3497294 | 36.609 % |
c |    10934         0      327 |     122      482   -35637 |  1747     3970       68  3507221 | 36.609 % |
c |    10946         0      327 |     122      482   -33832 |  1752     3817       73  3516998 | 36.610 % |
c |    10989         0      327 |     122      482   -33743 |  1757     3981       73  3526789 | 36.609 % |
c |    11043         0      326 |     122      482   -33607 |  1762     3980       73  3536709 | 36.610 % |
c |    11095         0      326 |     122      482   -33400 |  1767     3962       73  3546642 | 36.610 % |
c |    11098         0      327 |     122      482   -33235 |  1772     3987       73  3556550 | 36.609 % |
c |    11098         0      327 |     122      482   -32799 |  1777     3939       73  3566456 | 36.609 % |
c |    11110         0      328 |     122      482   -32563 |  1782     3958       73  3576284 | 36.609 % |
c |    11132         0      328 |     122      482   -32337 |  1787     3953       73  3586173 | 36.610 % |
c |    11137         0      329 |     122      482   -32167 |  1792     3988       73  3596065 | 36.610 % |
c |    11137         0      330 |     122      482   -32020 |  1797     3971       73  3605995 | 36.610 % |
c |    11148         0      331 |     122      482   -31604 |  1802     3955       73  3615867 | 36.610 % |
c |    11148         0      331 |     122      482   -31332 |  1807     3974       73  3625738 | 36.610 % |
c |    11149         0      332 |     122      482   -30772 |  1812     3941       74  3635575 | 36.609 % |
c |    11149         0      333 |     122      482   -30577 |  1817     3957       74  3645459 | 36.609 % |
c |    11151         0      334 |     122      482   -30522 |  1822     3991       74  3655371 | 36.609 % |
c |    11151         0      335 |     122      482   -30330 |  1827     3971       74  3665314 | 36.609 % |
c |    11163         0      335 |     122      482   -30204 |  1832     3993       74  3675241 | 36.610 % |
c |    11163         0      336 |     122      482   -30129 |  1837     3992       74  3685190 | 36.610 % |
c |    11163         0      337 |     122      482   -29654 |  1842     3967       75  3695027 | 36.610 % |
c |    11176         0      338 |     122      482   -29510 |  1847     3981       76  3704951 | 36.609 % |
c |    11177         0      339 |     122      482   -29433 |  1852     3988       76  3714887 | 36.610 % |
c |    11177         0      339 |     122      482   -28729 |  1857     3936       77  3724747 | 36.610 % |
c |    11180         0      340 |     122      482   -28562 |  1862     3973       77  3734619 | 36.610 % |
c |    11180         0      341 |     122      482   -28546 |  1867     3985       77  3744553 | 36.610 % |
c |    11180         0      342 |     122      482   -28332 |  1872     3964       77  3754478 | 36.610 % |
c |    11180         0      343 |     122      482   -27757 |  1877     3904       78  3764319 | 36.610 % |
c |    11202         0      343 |     121      474   -86953 |  1882     3355       84  3772263 | 36.705 % |
c |    11244         0      343 |     121      474   -86906 |  1887     3971       84  3781599 | 36.705 % |
c |    11256         0      343 |     121      474   -86763 |  1892     3951       84  3791493 | 36.707 % |
c |    11302         0      343 |     121      474   -86051 |  1897     3975       85  3801322 | 36.706 % |
c |    11302         0      344 |     121      474   -85958 |  1902     3975       85  3811245 | 36.706 % |
c |    11323         0      344 |     121      474   -85778 |  1907     3976       85  3821175 | 36.705 % |
c |    11357         0      344 |     121      474   -85512 |  1912     3994       86  3831075 | 36.705 % |
c |    11365         0      344 |     121      474   -85315 |  1917     3995       86  3841008 | 36.705 % |
c |    11366         0      345 |     121      474   -84341 |  1922     3855       86  3850886 | 36.705 % |
c |    11409         0      345 |     121      474   -83816 |  1927     3977       87  3860645 | 36.706 % |
c |    11495         0      343 |     121      474   -83767 |  1932     3989       87  3870599 | 36.705 % |
c |    11549         0      342 |     121      474   -83666 |  1937     3988       87  3880573 | 36.705 % |
c |    11581         0      342 |     121      474   -83513 |  1942     3982       87  3890505 | 36.705 % |
c |    11617         0      342 |     121      474   -83172 |  1947     3991       87  3900414 | 36.705 % |
c |    11691         0      341 |     121      474   -83072 |  1952     3988       88  3910360 | 36.705 % |
c |    11738         0      340 |     121      474   -82924 |  1957     3981       88  3920308 | 36.705 % |
c |    11754         0      341 |     121      474   -82835 |  1962     3972       88  3930227 | 36.705 % |
c |    11771         0      341 |     121      474   -82765 |  1967     3983       88  3940138 | 36.706 % |
c |    11818         0      341 |     121      474   -82591 |  1972     3977       89  3950069 | 36.706 % |
c |    11818         0      341 |     121      474   -82154 |  1977     3936       89  3959969 | 36.706 % |
c |    11845         0      341 |     121      474   -81211 |  1982     3961       90  3969705 | 36.705 % |
c |    11967         0      339 |     121      474   -81135 |  1987     3990       90  3979626 | 36.705 % |
c |    11971         0      339 |     121      474   -80994 |  1992     3981       90  3989534 | 36.706 % |
c |    12005         0      339 |     121      474   -80618 |  1997     3978       90  3999413 | 36.705 % |
c |    12035         0      339 |     121      474   -80396 |  2002     3957       90  4009337 | 36.706 % |
c |    12092         0      339 |     121      474   -80155 |  2007     3984       92  4019228 | 36.705 % |
c |    12113         0      339 |     121      474   -78800 |  2012     3912       93  4029072 | 36.705 % |
c |    12125         0      339 |     121      474   -78678 |  2017     3982       93  4038949 | 36.705 % |
c |    12156         0      339 |     121      474   -78326 |  2022     3962       93  4048832 | 36.705 % |
c |    12197         0      339 |     121      474   -77895 |  2027     3958       93  4058694 | 36.705 % |
c |    12218         0      339 |     121      474   -77655 |  2032     3954       94  4068587 | 36.706 % |
c |    12223         0      340 |     121      474   -77265 |  2037     3951       94  4078393 | 36.705 % |
c |    12264         0      340 |     120      466   -91159 |  2042     3609      103  4087802 | 36.802 % |
c |    12294         0      340 |     120      466   -90878 |  2047     3932      104  4097327 | 36.802 % |
c |    12324         0      339 |     120      466   -90373 |  2052     3935      106  4107168 | 36.802 % |
c |    12344         0      340 |     120      466   -90242 |  2057     3980      106  4117040 | 36.802 % |
c |    12398         0      339 |     120      466   -90158 |  2062     3978      106  4126973 | 36.802 % |
c |    12425         0      339 |     120      466   -89662 |  2067     3940      108  4136838 | 36.802 % |
c |    12430         0      340 |     120      466   -89291 |  2072     3955      108  4146647 | 36.802 % |
c |    12475         0      339 |     120      466   -89074 |  2077     3977      108  4156528 | 36.802 % |
c |    12534         0      339 |     120      466   -88968 |  2082     3993      108  4166455 | 36.802 % |
c |    12557         0      339 |     120      466   -88934 |  2087     4000      108  4176433 | 36.802 % |
c |    12585         0      339 |     120      466   -88807 |  2092     3975      108  4186401 | 36.802 % |
c |    12619         0      339 |     120      466   -88491 |  2097     3957      109  4196270 | 36.802 % |
c |    12646         0      339 |     120      466   -88089 |  2102     3957      111  4206102 | 36.802 % |
c |    12699         0      338 |     120      466   -87983 |  2107     3995      111  4216015 | 36.802 % |
c |    12707         0      339 |     120      466   -87792 |  2112     3987      111  4225931 | 36.802 % |
c |    12720         0      339 |     120      466   -87041 |  2117     3912      112  4235803 | 36.802 % |
c |    12756         0      339 |     120      466   -86977 |  2122     3983      112  4245681 | 36.803 % |
c |    12794         0      339 |     120      466   -86717 |  2127     3971      112  4255597 | 36.803 % |
c |    12874         0      337 |     120      466   -86525 |  2132     3979      112  4265512 | 36.802 % |
c |    12902         0      337 |     120      466   -86333 |  2137     3977      112  4275411 | 36.802 % |
c |    12922         0      338 |     120      466   -86215 |  2142     3984      113  4285348 | 36.802 % |
c |    12957         0      338 |     120      466   -86142 |  2147     3988      113  4295266 | 36.802 % |
c |    12999         0      337 |     120      466   -86044 |  2152     3979      113  4305212 | 36.802 % |
c |    13003         0      338 |     120      466   -85565 |  2157     3930      114  4315056 | 36.802 % |
c |    13027         0      338 |     120      466   -85306 |  2162     3962      114  4324901 | 36.802 % |
c |    13027         0      339 |     120      466   -84971 |  2167     3947      115  4334752 | 36.802 % |
c |    13027         0      340 |     120      466   -84609 |  2172     3942      115  4344596 | 36.802 % |
c |    13039         0      340 |     120      466   -84072 |  2177     3935      117  4354425 | 36.802 % |
c |    13054         0      340 |     120      466   -83440 |  2182     3935      118  4364237 | 36.802 % |
c |    13081         0      340 |     120      466   -83182 |  2187     3970      118  4374099 | 36.802 % |
c |    13096         0      341 |     120      466   -82861 |  2192     3957      118  4384003 | 36.802 % |
c |    13100         0      341 |     120      466   -82727 |  2197     3979      118  4393913 | 36.802 % |
c |    13100         0      342 |     120      466   -82324 |  2202     3949      118  4403791 | 36.802 % |
c |    13114         0      343 |     120      466   -81975 |  2207     3968      119  4413652 | 36.802 % |
c |    13123         0      343 |     120      466   -81808 |  2212     3975      119  4423560 | 36.802 % |
c |    13147         0      343 |     120      466   -81405 |  2217     3957      119  4433405 | 36.803 % |
c |    13152         0      344 |     120      466   -81151 |  2222     3950      119  4443260 | 36.803 % |
c |    13174         0      344 |     119      459  -124637 |  2227     3663      128  4450984 | 36.898 % |
c |    13192         0      344 |     119      459  -124477 |  2232     3970      128  4460599 | 36.898 % |
c |    13203         0      345 |     119      459  -124202 |  2237     3941      128  4470467 | 36.898 % |
c |    13203         0      346 |     119      459  -123961 |  2242     3974      128  4480343 | 36.898 % |
c |    13225         0      346 |     119      459  -123746 |  2247     3977      129  4490230 | 36.898 % |
c |    13225         0      347 |     119      459  -123275 |  2252     3944      129  4500061 | 36.898 % |
c |    13231         0      347 |     119      459  -122840 |  2257     3941      132  4509831 | 36.899 % |
c |    13288         0      346 |     119      459  -122709 |  2262     3985      132  4519709 | 36.898 % |
c |    13337         0      346 |     119      459  -122573 |  2267     3984      133  4529650 | 36.898 % |
c |    13341         0      347 |     119      459  -122428 |  2272     3967      134  4539566 | 36.898 % |
c |    13380         0      346 |     119      459  -122224 |  2277     3962      135  4549470 | 36.898 % |
c |    13395         0      347 |     119      459  -121820 |  2282     3966      135  4559327 | 36.898 % |
c |    13395         0      347 |     119      459  -121526 |  2287     3968      135  4569234 | 36.898 % |
c |    13402         0      348 |     119      459  -121254 |  2292     3929      135  4579111 | 36.898 % |
c |    13409         0      349 |     119      459  -120697 |  2297     3901      137  4588955 | 36.898 % |
c |    13428         0      349 |     119      459  -120374 |  2302     3966      137  4598769 | 36.898 % |
c |    13493         0      348 |     119      459  -120216 |  2307     3986      137  4608703 | 36.898 % |
c |    13513         0      348 |     119      459  -119718 |  2312     3939      139  4618517 | 36.898 % |
c |    13533         0      348 |     119      459  -119002 |  2317     3920      140  4628341 | 36.898 % |
c |    13566         0      348 |     119      459  -118710 |  2322     3970      140  4638208 | 36.898 % |
c |    13582         0      348 |     119      459  -118281 |  2327     3961      140  4648073 | 36.898 % |
c |    13583         0      349 |     119      459  -117824 |  2332     3909      143  4657897 | 36.899 % |
c |    13583         0      350 |     119      459  -116615 |  2337     3827      145  4667589 | 36.900 % |
c |    13584         0      351 |     118      451  -127755 |  2342     3696      155  4676190 | 36.995 % |
c |    13606         0      351 |     118      451  -126996 |  2347     3931      156  4685659 | 36.994 % |
c |    13622         0      351 |     118      451  -126324 |  2352     3918      156  4695498 | 36.994 % |
c |    13639         0      351 |     118      451  -126167 |  2357     3963      156  4705356 | 36.995 % |
c |    13645         0      352 |     118      451  -125723 |  2362     3955      156  4715201 | 36.995 % |
c |    13645         0      353 |     118      451  -124648 |  2367     3808      159  4724998 | 36.996 % |
c |    13654         0      353 |     117      444  -142937 |  2372     3890      165  4734007 | 37.091 % |
c |    13665         0      354 |     117      444  -142388 |  2377     3921      165  4743792 | 37.091 % |
c |    13669         0      354 |     115      430  -195645 |  2382     2458      172  4752246 | 37.285 % |
c |    13680         0      355 |     114      430  -194158 |  2387     3870      178  4760404 | 37.380 % |
c |    13714         0      355 |     114      425  -235115 |  2392     3874      178  4769896 | 37.380 % |
c |    13715         0      355 |     114      425  -234980 |  2397     3976      178  4779700 | 37.380 % |
c |    13717         0      356 |     114      425  -234349 |  2402     3948      180  4789536 | 37.380 % |
c |    13722         0      357 |     114      425  -233813 |  2407     3933      180  4799381 | 37.380 % |
c |    13723         0      357 |     114      425  -233018 |  2412     3910      181  4809177 | 37.380 % |
c |    13723         0      358 |     112      414  -244177 |  2417     3123      191  4818925 | 37.572 % |
c |    13723         0      359 |     112      414  -242922 |  2422     3752      195  4827925 | 37.573 % |
c =========================================================================================================
c restarts              : 13723 (359 conflicts in avg)
c blocked restarts      : 0 (multiple: 0) 
c last block at restart : 0
c nb ReduceDB           : 2424
c nb removed Clauses    : 4831633
c nb learnts DL2        : 227
c nb learnts size 2     : 142
c nb learnts size 1     : 17
c nb permanent learnts  : 57596
c conflicts             : 4933739        (22836 /sec)
c decisions             : 6124131        (0.00 % random) (28346 /sec)
c propagations          : 86386067       (399847 /sec)
c nb reduced Clauses    : 8223
c CPU time              : 216.048 s

s UNSATISFIABLE
