c
c This is glucose 4.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:          1054                                                                   |
c |  Number of clauses:            2891                                                                   |
c |  Parse time:                   0.00 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c |  Eliminated clauses:           0.02 Mb                                                                |
c |  Simplification time:          0.01 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     6198         0      496 |     130      527    89336 |  1497     3971       81  3005501 | 36.243 % |
c |     6217         0      497 |     130      527    89561 |  1502     3965       81  3015402 | 36.243 % |
c |     6252         0      495 |     130      527    90141 |  1507     3958       84  3025299 | 36.243 % |
c |     6253         0      497 |     130      527    90470 |  1512     3942       84  3035163 | 36.243 % |
c |     6273         0      497 |     130      527    90711 |  1517     3977       84  3045064 | 36.243 % |
c |     6274         0      498 |     130      527    90783 |  1522     3989       84  3054983 | 36.243 % |
c |     6304         0      498 |     130      527    90964 |  1527     3975       84  3064878 | 36.244 % |
c |     6308         0      499 |     130      527    91554 |  1532     3931       84  3074709 | 36.243 % |
c |     6311         0      500 |     130      527    91776 |  1537     3927       84  3084573 | 36.243 % |
c |     6328         0      500 |     130      527    92439 |  1542     3927       85  3094311 | 36.243 % |
c |     6348         0      500 |     130      527    92810 |  1547     3958       85  3104175 | 36.243 % |
c |     6386         0      499 |     130      527    92988 |  1552     3971       85  3114070 | 36.243 % |
c |     6405         0      499 |     130      527    93177 |  1557     3987       85  3123988 | 36.243 % |
c |     6418         0      500 |     130      527    93291 |  1562     3986       85  3133904 | 36.243 % |
c |     6437         0      500 |     130      527    93418 |  1567     3976       85  3143829 | 36.244 % |
c |     6439         0      501 |     130      527    93652 |  1572     3945       85  3153709 | 36.244 % |
c |     6446         0      502 |     130      527    93983 |  1577     3934       85  3163539 | 36.244 % |
c |     6463         0      502 |     130      527    94712 |  1582     3949       86  3173290 | 36.243 % |
c |     6487         0      502 |     130      527    95046 |  1587     3973       87  3183173 | 36.243 % |
c |     6516         0      501 |     130      527    95456 |  1592     3947       87  3193067 | 36.243 % |
c |     6521         0      502 |     130      527    96020 |  1597     3933       87  3202880 | 36.243 % |
c |     6521         0      504 |     130      527    96496 |  1602     3879       87  3212690 | 36.243 % |
c |     6545         0      504 |     130      527    96921 |  1607     3961       88  3222408 | 36.244 % |
c |     6551         0      505 |     130      527    97181 |  1612     3950       88  3232292 | 36.243 % |
c |     6612         0      502 |     130      527    97375 |  1617     3968       88  3242193 | 36.243 % |
c |     6614         0      503 |     130      527    97683 |  1622     3959       88  3252056 | 36.244 % |
c |     6646         0      502 |     130      527    97877 |  1627     3959       89  3261947 | 36.243 % |
c |     6662         0      502 |     130      527    98509 |  1632     3927       89  3271800 | 36.243 % |
c |     6681         0      502 |     130      527    98960 |  1637     3957       91  3281648 | 36.243 % |
c |     6706         0      502 |     130      527    99183 |  1642     3992       91  3291520 | 36.243 % |
c |     6722         0      502 |     130      527    99401 |  1647     3972       91  3301453 | 36.244 % |
c |     6726         0      504 |     130      527    99640 |  1652     3957       91  3311397 | 36.244 % |
c |     6786         0      501 |     130      527    99741 |  1657     3986       91  3321300 | 36.243 % |
c |     6800         0      501 |     130      527    99808 |  1662     3983       91  3331237 | 36.243 % |
c |     6822         0      501 |     130      527   100013 |  1667     3979       91  3341131 | 36.243 % |
c |     6831         0      502 |     130      527   100573 |  1672     3957       91  3350978 | 36.244 % |
c |     6837         0      503 |     130      527   101601 |  1677     3904       91  3360730 | 36.243 % |
c |     6856         0      503 |     130      527   101819 |  1682     3951       91  3370571 | 36.244 % |
c |     6867         0      503 |     130      527   102103 |  1687     3951       91  3380428 | 36.243 % |
c |     6868         0      505 |     130      527   102410 |  1692     3969       92  3390286 | 36.244 % |
c |     6876         0      506 |     130      527   102567 |  1697     3961       92  3400206 | 36.244 % |
c |     6894         0      506 |     130      527   102974 |  1702     3955       92  3410096 | 36.243 % |
c |     6916         0      506 |     130      527   103213 |  1707     3968       92  3419956 | 36.243 % |
c |     6952         0      504 |     130      527   103525 |  1712     3955       92  3429830 | 36.243 % |
c |     6965         0      505 |     130      527   103741 |  1717     3952       92  3439689 | 36.243 % |
c |     6972         0      506 |     130      527   104101 |  1722     3960       92  3449545 | 36.243 % |
c |     7011         0      504 |     130      527   104346 |  1727     3951       93  3459440 | 36.243 % |
c |     7024         0      505 |     130      527   104556 |  1732     3974       93  3469274 | 36.243 % |
c |     7027         0      506 |     130      527   105582 |  1737     3877       96  3479059 | 36.244 % |
c |     7027         0      508 |     130      527   106111 |  1742     3972       96  3488807 | 36.244 % |
c |     7029         0      509 |     130      527   106252 |  1747     3972       96  3498740 | 36.243 % |
c |     7053         0      509 |     130      527   106532 |  1752     3970       96  3508651 | 36.243 % |
c |     7075         0      508 |     130      527   106675 |  1757     3955       96  3518567 | 36.243 % |
c |     7112         0      507 |     130      527   107055 |  1762     3925       96  3528447 | 36.243 % |
c |     7139         0      507 |     130      527   107343 |  1767     3973       97  3538309 | 36.243 % |
c |     7160         0      506 |     130      527   107578 |  1772     3975       97  3548211 | 36.244 % |
c |     7186         0      506 |     130      527   107837 |  1777     3961       97  3558104 | 36.244 % |
c |     7202         0      506 |     130      527   107891 |  1782     3976       97  3568016 | 36.244 % |
c |     7202         0      508 |     130      527   108004 |  1787     3977       97  3577936 | 36.244 % |
c |     7202         0      509 |     130      527   108246 |  1792     3948       97  3587786 | 36.244 % |
c |     7202         0      510 |     130      527   108322 |  1797     3986       97  3597678 | 36.244 % |
c |     7204         0      512 |     130      527   108507 |  1802     3970       98  3607565 | 36.243 % |
c |     7204         0      513 |     130      527   108683 |  1807     3967       98  3617457 | 36.243 % |
c |     7204         0      514 |     130      527   108876 |  1812     3967       98  3627336 | 36.243 % |
c |     7204         0      516 |     130      527   109013 |  1817     3963       98  3637219 | 36.243 % |
c |     7214         0      517 |     130      527   109487 |  1822     3973       99  3647064 | 36.243 % |
c |     7218         0      518 |     130      527   110038 |  1827     3923       99  3656906 | 36.244 % |
c |     7236         0      518 |     130      527   110556 |  1832     3977      105  3666699 | 36.243 % |
c |     7242         0      519 |     130      527   110649 |  1837     3977      105  3676620 | 36.243 % |
c |     7259         0      519 |     130      527   110755 |  1842     3978      105  3686537 | 36.243 % |
c |     7268         0      520 |     130      527   110961 |  1847     3935      105  3696419 | 36.243 % |
c |     7279         0      520 |     130      527   110974 |  1852     3972      105  3706311 | 36.244 % |
c |     7310         0      519 |     130      527   111195 |  1857     3971      105  3716197 | 36.243 % |
c |     7312         0      521 |     130      527   111495 |  1862     3931      105  3726078 | 36.244 % |
c |     7319         0      521 |     130      527   112142 |  1867     3910      105  3735916 | 36.243 % |
c |     7349         0      521 |     130      527   112392 |  1872     3969      106  3745757 | 36.243 % |
c |     7378         0      520 |     130      527   112666 |  1877     3968      106  3755643 | 36.243 % |
c |     7395         0      520 |     130      527   113318 |  1882     3913      107  3765481 | 36.243 % |
c |     7395         0      521 |     130      527   113497 |  1887     3962      107  3775322 | 36.243 % |
c |     7399         0      523 |     130      527   113798 |  1892     3967      107  3785180 | 36.244 % |
c |     7420         0      522 |     130      527   114875 |  1897     3911      111  3794941 | 36.243 % |
c |     7467         0      520 |     130      527   115097 |  1902     3962      112  3804787 | 36.243 % |
c |     7492         0      520 |     130      527   115336 |  1907     3962      112  3814654 | 36.243 % |
c |     7540         0      518 |     130      527   115666 |  1912     3969      112  3824561 | 36.243 % |
c |     7584         0      516 |     130      527   116127 |  1917     3940      112  3834447 | 36.243 % |
c |     7627         0      515 |     130      527   116603 |  1922     3956      112  3844281 | 36.243 % |
c |     7627         0      516 |     130      527   116740 |  1927     3967      112  3854145 | 36.243 % |
c |     7634         0      517 |     130      527   117042 |  1932     3976      112  3864009 | 36.243 % |
c |     7642         0      518 |     130      527   117334 |  1937     3963      112  3873872 | 36.243 % |
c |     7642         0      519 |     130      527   117710 |  1942     3952      113  3883743 | 36.243 % |
c |     7666         0      519 |     130      527   118116 |  1947     3986      113  3893582 | 36.243 % |
c |     7702         0      518 |     130      527   118301 |  1952     3964      113  3903513 | 36.243 % |
c |     7737         0      516 |     130      527   118781 |  1957     3887      113  3913437 | 36.244 % |
c |     7763         0      516 |     130      527   119558 |  1962     3927      114  3923218 | 36.244 % |
c |     7775         0      517 |     130      527   119908 |  1967     3970      114  3933051 | 36.243 % |
c |     7811         0      515 |     130      527   120225 |  1972     3946      116  3942961 | 36.243 % |
c |     7836         0      515 |     130      527   120738 |  1977     3983      118  3952781 | 36.243 % |
c |     7870         0      514 |     130      527   121376 |  1982     3939      118  3962640 | 36.243 % |
c |     7894         0      514 |     130      527   121605 |  1987     3983      118  3972516 | 36.243 % |
c |     7946         0      512 |     130      527   121836 |  1992     3972      118  3982436 | 36.243 % |
c |     7971         0      511 |     130      527   122413 |  1997     3911      120  3992330 | 36.243 % |
c |     8015         0      510 |     130      527   122563 |  2002     3986      121  4002180 | 36.243 % |
c |     8028         0      510 |     130      527   122969 |  2007     3969      122  4012076 | 36.243 % |
c |     8045         0      510 |     130      527   123150 |  2012     3970      122  4021976 | 36.244 % |
c |     8046         0      512 |     130      527   123761 |  2017     3924      123  4031808 | 36.243 % |
c |     8061         0      512 |     130      527   124053 |  2022     3967      123  4041664 | 36.244 % |
c |     8093         0      511 |     130      527   124405 |  2027     3970      123  4051538 | 36.243 % |
c |     8121         0      511 |     130      527   124632 |  2032     3968      123  4061463 | 36.243 % |
c |     8155         0      510 |     130      527   124971 |  2037     3972      123  4071325 | 36.243 % |
c |     8197         0      508 |     130      527   125121 |  2042     3980      123  4081244 | 36.243 % |
c |     8236         0      507 |     130      527   125237 |  2047     3979      123  4091171 | 36.243 % |
c |     8250         0      507 |     130      527   125316 |  2052     3985      123  4101101 | 36.243 % |
c |     8268         0      507 |     130      527   125645 |  2057     3967      123  4111005 | 36.243 % |
c |     8303         0      507 |     130      527   126401 |  2062     3962      125  4120825 | 36.243 % |
c |     8321         0      507 |     130      527   126502 |  2067     3989      125  4130733 | 36.243 % |
c |     8357         0      506 |     130      527   126731 |  2072     3958      126  4140662 | 36.243 % |
c |     8371         0      506 |     130      527   127035 |  2077     3965      126  4150516 | 36.243 % |
c |     8398         0      506 |     130      527   127131 |  2082     3986      126  4160444 | 36.243 % |
c |     8398         0      507 |     130      527   127426 |  2087     3961      126  4170294 | 36.243 % |
c |     8425         0      506 |     130      527   127786 |  2092     3935      127  4180150 | 36.243 % |
c |     8471         0      505 |     130      527   128151 |  2097     3947      127  4190009 | 36.243 % |
c |     8497         0      504 |     130      527   128461 |  2102     3959      127  4199889 | 36.243 % |
c |     8502         0      505 |     130      527   128828 |  2107     3954      127  4209754 | 36.244 % |
c |     8520         0      505 |     130      527   129380 |  2112     3960      127  4219628 | 36.243 % |
c |     8533         0      506 |     130      527   129482 |  2117     3977      127  4229544 | 36.243 % |
c |     8558         0      505 |     130      527   129623 |  2122     3985      127  4239451 | 36.243 % |
c |     8592         0      505 |     130      527   129848 |  2127     3946      127  4249374 | 36.243 % |
c |     8606         0      505 |     130      527   130054 |  2132     3973      127  4259232 | 36.243 % |
c |     8626         0      505 |     130      527   130816 |  2137     3945      128  4269079 | 36.243 % |
c |     8639         0      505 |     130      527   131078 |  2142     3961      128  4278920 | 36.243 % |
c |     8641         0      506 |     130      527   132011 |  2147     3932      129  4288671 | 36.243 % |
c |     8665         0      506 |     130      527   132429 |  2152     3942      129  4298490 | 36.243 % |
c |     8689         0      506 |     130      527   132676 |  2157     3966      129  4308366 | 36.243 % |
c |     8693         0      507 |     130      527   132916 |  2162     3964      129  4318240 | 36.243 % |
c |     8699         0      508 |     130      527   133349 |  2167     3935      129  4328034 | 36.243 % |
c |     8730         0      507 |     130      527   133830 |  2172     3953      130  4337851 | 36.245 % |
c |     8744         0      507 |     130      527   134323 |  2177     3946      130  4347693 | 36.243 % |
c |     8767         0      507 |     130      527   134579 |  2182     3961      130  4357563 | 36.243 % |
c |     8805         0      506 |     130      527   134685 |  2187     3972      130  4367468 | 36.243 % |
c |     8819         0      506 |     130      527   134887 |  2192     3985      130  4377395 | 36.244 % |
c |     8833         0      507 |     130      527   135293 |  2197     3962      130  4387224 | 36.243 % |
c |     8837         0      508 |     130      527   135645 |  2202     3925      130  4397077 | 36.244 % |
c |     8856         0      508 |     130      527   135774 |  2207     3972      130  4406941 | 36.243 % |
c |     8889         0      507 |     130      527   136222 |  2212     3970      130  4416806 | 36.243 % |
c |     8895         0      508 |     130      527   136553 |  2217     3947      131  4426691 | 36.244 % |
c |     8899         0      509 |     130      527   136763 |  2222     3976      131  4436571 | 36.243 % |
c |     8936         0      508 |     130      527   137114 |  2227     3964      132  4446467 | 36.243 % |
c |     8956         0      508 |     130      527   137262 |  2232     3987      132  4456367 | 36.243 % |
c |     8971         0      508 |     130      527   137535 |  2237     3952      132  4466301 | 36.243 % |
c |     8981         0      508 |     130      527   138379 |  2242     3913      133  4476111 | 36.245 % |
c |     8989         0      509 |     130      527   138985 |  2247     3907      134  4485874 | 36.243 % |
c |     9021         0      508 |     130      527   139346 |  2252     3968      134  4495686 | 36.243 % |
c |     9034         0      509 |     130      527   139619 |  2257     3969      134  4505573 | 36.243 % |
c |     9043         0      509 |     130      527   139947 |  2262     3958      134  4515449 | 36.244 % |
c |     9062         0      509 |     130      527   140556 |  2267     3931      134  4525286 | 36.243 % |
c |     9062         0      510 |     130      527   141236 |  2272     3945      135  4535086 | 36.243 % |
c |     9072         0      511 |     130      527   141961 |  2277     3910      136  4544890 | 36.243 % |
c |     9089         0      511 |     130      527   142242 |  2282     3950      136  4554725 | 36.243 % |
c |     9106         0      511 |     130      527   143001 |  2287     3931      138  4564500 | 36.243 % |
c |     9143         0      510 |     130      527   143261 |  2292     3969      138  4574370 | 36.243 % |
c |     9181         0      509 |     130      527   143399 |  2297     3981      138  4584287 | 36.243 % |
c |     9182         0      510 |     130      527   143714 |  2302     3946      138  4594127 | 36.243 % |
c |     9213         0      510 |     130      527   143857 |  2307     3957      138  4603997 | 36.243 % |
c |     9253         0      509 |     130      527   144087 |  2312     3961      138  4613889 | 36.243 % |
c |     9253         0      510 |     130      527   144462 |  2317     3929      139  4623727 | 36.243 % |
c |     9253         0      511 |     130      527   144853 |  2322     3952      140  4633536 | 36.243 % |
c |     9273         0      511 |     130      527   145156 |  2327     3951      140  4643405 | 36.243 % |
c |     9283         0      511 |     130      527   145373 |  2332     3940      140  4653265 | 36.243 % |
c |     9287         0      512 |     130      527   145734 |  2337     3947      140  4663086 | 36.243 % |
c |     9314         0      512 |     130      527   146490 |  2342     3922      140  4672887 | 36.243 % |
c |     9335         0      512 |     130      527   147422 |  2347     3934      141  4682604 | 36.243 % |
c |     9348         0      512 |     130      527   147627 |  2352     3956      141  4692465 | 36.243 % |
c |     9378         0      511 |     130      527   147877 |  2357     3977      141  4702339 | 36.243 % |
c |     9415         0      510 |     130      527   148300 |  2362     3971      141  4712221 | 36.243 % |
c |     9452         0      509 |     130      527   148940 |  2367     3940      141  4722063 | 36.243 % |
c |     9463         0      510 |     130      527   149061 |  2372     3989      141  4731946 | 36.243 % |
c |     9463         0      511 |     130      527   149187 |  2377     3986      141  4741878 | 36.243 % |
c |     9487         0      511 |     130      527   149775 |  2382     3969      142  4751741 | 36.244 % |
c |     9515         0      510 |     130      527   149910 |  2387     3977      142  4761648 | 36.243 % |
c |     9529         0      511 |     130      527   150747 |  2392     3886      142  4771519 | 36.243 % |
c |     9551         0      510 |     130      527   151687 |  2397     3957      142  4781226 | 36.245 % |
c |     9566         0      511 |     130      527   152008 |  2402     3954      142  4791084 | 36.243 % |
c |     9611         0      509 |     130      527   152525 |  2407     3927      144  4800919 | 36.243 % |
c |     9644         0      509 |     130      527   153083 |  2412     3956      146  4810701 | 36.243 % |
c |     9685         0      508 |     130      527   153456 |  2417     3984      146  4820585 | 36.243 % |
c |     9708         0      507 |     130      527   153689 |  2422     3957      146  4830522 | 36.243 % |
c |     9735         0      507 |     130      527   154073 |  2427     3945      146  4840389 | 36.243 % |
c |     9741         0      508 |     130      527   154461 |  2432     3942      146  4850245 | 36.244 % |
c |     9741         0      509 |     130      527   155284 |  2437     3916      147  4859990 | 36.244 % |
c |     9767         0      508 |     129      514   108353 |  2442     3378      154  4869142 | 36.338 % |
c |     9787         0      508 |     129      514   108617 |  2447     3952      154  4878468 | 36.338 % |
c |     9805         0      508 |     129      514   108821 |  2452     3969      154  4888348 | 36.338 % |
c |     9826         0      508 |     129      514   108953 |  2457     3978      154  4898244 | 36.338 % |
c |     9862         0      508 |     129      514   109232 |  2462     3961      154  4908151 | 36.338 % |
c |     9880         0      508 |     129      514   109759 |  2467     3943      154  4917986 | 36.338 % |
c |     9911         0      507 |     129      514   109926 |  2472     3980      154  4927843 | 36.338 % |
c |     9942         0      506 |     129      514   110145 |  2477     3953      154  4937749 | 36.338 % |
c |     9952         0      507 |     129      514   110602 |  2482     3929      155  4947599 | 36.339 % |
c |     9953         0      508 |     129      514   111028 |  2487     3953      156  4957392 | 36.338 % |
c |     9966         0      508 |     129      514   111847 |  2492     3920      156  4967181 | 36.338 % |
c |    10002         0      507 |     129      514   112036 |  2497     3978      157  4977022 | 36.338 % |
c |    10002         0      508 |     129      514   112382 |  2502     3965      158  4986892 | 36.338 % |
c |    10011         0      509 |     129      514   113131 |  2507     3918      159  4996691 | 36.338 % |
c |    10064         0      507 |     129      514   113372 |  2512     3963      160  5006575 | 36.338 % |
c |    10086         0      507 |     129      514   113605 |  2517     3966      161  5016476 | 36.338 % |
c |    10109         0      507 |     129      514   113738 |  2522     3978      161  5026386 | 36.338 % |
c |    10127         0      507 |     129      514   113857 |  2527     3989      161  5036294 | 36.339 % |
c |    10144         0      507 |     129      514   114064 |  2532     3948      161  5046196 | 36.339 % |
c |    10151         0      508 |     129      514   114244 |  2537     3953      161  5056062 | 36.339 % |
c |    10178         0      507 |     129      514   114794 |  2542     3925      163  5065845 | 36.338 % |
c |    10220         0      506 |     129      514   114862 |  2547     3988      163  5075721 | 36.338 % |
c |    10244         0      506 |     129      514   114998 |  2552     3970      163  5085652 | 36.338 % |
c |    10295         0      505 |     129      514   115651 |  2557     3853      164  5095560 | 36.339 % |
c |    10313         0      505 |     129      514   116245 |  2562     3954      164  5105238 | 36.338 % |
c |    10323         0      505 |     129      514   116546 |  2567     3974      164  5115088 | 36.338 % |
c |    10331         0      506 |     129      514   117260 |  2572     3839      165  5124972 | 36.339 % |
c |    10331         0      507 |     129      514   118038 |  2577     3912      165  5134651 | 36.339 % |
c |    10355         0      507 |     129      514   118708 |  2582     3946      165  5144360 | 36.338 % |
c |    10404         0      505 |     129      514   119166 |  2587     3970      165  5154249 | 36.338 % |
c |    10459         0      503 |     129      514   119641 |  2592     3993      165  5164125 | 36.339 % |
c |    10498         0      502 |     129      514   119878 |  2597     3937      165  5174056 | 36.338 % |
c |    10550         0      501 |     129      514   120015 |  2602     3984      166  5183947 | 36.338 % |
c |    10592         0      500 |     129      514   120270 |  2607     3983      166  5193887 | 36.338 % |
c |    10629         0      499 |     129      514   120369 |  2612     3971      166  5203827 | 36.338 % |
c |    10642         0      499 |     129      514   120720 |  2617     3976      166  5213710 | 36.338 % |
c |    10690         0      498 |     129      514   121051 |  2622     3966      166  5223597 | 36.338 % |
c |    10744         0      497 |     129      514   121145 |  2627     3986      166  5233509 | 36.338 % |
c |    10763         0      497 |     129      514   121344 |  2632     3971      166  5243423 | 36.338 % |
c |    10808         0      495 |     129      514   121488 |  2637     3987      167  5253341 | 36.339 % |
c |    10820         0      496 |     129      514   121842 |  2642     3981      167  5263233 | 36.338 % |
c |    10851         0      495 |     129      514   122244 |  2647     3972      167  5273097 | 36.338 % |
c |    10871         0      495 |     129      514   122318 |  2652     3974      167  5283026 | 36.338 % |
c |    10908         0      495 |     129      514   122437 |  2657     3973      168  5292928 | 36.338 % |
c |    10930         0      494 |     129      514   122571 |  2662     3979      168  5302854 | 36.338 % |
c |    10981         0      493 |     129      514   122799 |  2667     3957      168  5312792 | 36.338 % |
c |    11004         0      493 |     129      514   123351 |  2672     3964      168  5322601 | 36.338 % |
c |    11041         0      492 |     129      514   124153 |  2677     3963      169  5332403 | 36.338 % |
c |    11096         0      491 |     129      514   124293 |  2682     3968      169  5342338 | 36.338 % |
c |    11118         0      491 |     129      514   124565 |  2687     3939      169  5352261 | 36.338 % |
c |    11150         0      490 |     129      514   125087 |  2692     3952      169  5362030 | 36.338 % |
c |    11191         0      489 |     129      514   125294 |  2697     3959      169  5371924 | 36.338 % |
c |    11216         0      489 |     129      514   125523 |  2702     3951      169  5381803 | 36.338 % |
c |    11238         0      489 |     129      514   125741 |  2707     3981      170  5391649 | 36.338 % |
c |    11308         0      487 |     129      514   126033 |  2712     3982      170  5401546 | 36.338 % |
c |    11347         0      486 |     129      514   126360 |  2717     3979      173  5411415 | 36.338 % |
c |    11379         0      485 |     129      514   126474 |  2722     3979      173  5421333 | 36.338 % |
c |    11417         0      485 |     129      514   126653 |  2727     3991      173  5431261 | 36.338 % |
c |    11447         0      484 |     129      514   126975 |  2732     3960      173  5441155 | 36.338 % |
c |    11490         0      483 |     129      514   127381 |  2737     3963      173  5451016 | 36.338 % |
c |    11529         0      483 |     129      514   127471 |  2742     3981      173  5460910 | 36.338 % |
c |    11529         0      483 |     129      514   127974 |  2747     3954      173  5470757 | 36.338 % |
c |    11564         0      483 |     129      514   128298 |  2752     3952      173  5480616 | 36.338 % |
c |    11575         0      483 |     129      514   128687 |  2757     3972      173  5490444 | 36.338 % |
c |    11608         0      483 |     129      514   128834 |  2762     3969      173  5500373 | 36.338 % |
c |    11625         0      483 |     129      514   129128 |  2767     3976      174  5510253 | 36.338 % |
c |    11652         0      483 |     129      514   129588 |  2772     3953      174  5520108 | 36.338 % |
c |    11681         0      482 |     129      514   129954 |  2777     3958      174  5529954 | 36.338 % |
c |    11693         0      483 |     129      514   130120 |  2782     3959      174  5539857 | 36.338 % |
c |    11742         0      482 |     129      514   130270 |  2787     3962      176  5549760 | 36.338 % |
c |    11837         0      479 |     128      506    22737 |  2792     3901      178  5558605 | 36.433 % |
c |    11843         0      479 |     128      506    23235 |  2797     3923      180  5568421 | 36.433 % |
c |    11869         0      479 |     128      506    23418 |  2802     3947      180  5578273 | 36.433 % |
c |    11881         0      479 |     128      506    23777 |  2807     3936      180  5588089 | 36.433 % |
c |    11945         0      478 |     128      506    23929 |  2812     3965      180  5597977 | 36.433 % |
c |    11980         0      477 |     128      506    24473 |  2817     3928      180  5607776 | 36.433 % |
c |    12001         0      477 |     128      506    24828 |  2822     3962      181  5617615 | 36.433 % |
c =========================================================================================================
c restarts              : 12001 (477 conflicts in avg)
c blocked restarts      : 0 (multiple: 0) 
c last block at restart : 0
c nb ReduceDB           : 2823
c nb removed Clauses    : 5619593
c nb learnts DL2        : 181
c nb learnts size 2     : 30
c nb learnts size 1     : 2
c nb permanent learnts  : 78884
c conflicts             : 5731779        (18682 /sec)
c decisions             : 7088852        (0.00 % random) (23106 /sec)
c propagations          : 101778048      (331741 /sec)
c nb reduced Clauses    : 11321
c CPU time              : 306.8 s

s INDETERMINATE
