c
c This is glucose 4.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:          1015                                                                   |
c |  Number of clauses:            2694                                                                   |
c |  Parse time:                   0.00 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c |  Eliminated clauses:           0.02 Mb                                                                |
c |  Simplification time:          0.01 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     5657         0      544 |     118      486    49514 |  1497     3940       32  3018860 | 36.158 % |
c |     5657         0      546 |     118      486    49960 |  1502     3881       32  3028709 | 36.158 % |
c |     5701         0      543 |     118      486    50302 |  1507     3973       33  3038479 | 36.158 % |
c |     5712         0      544 |     118      486    50409 |  1512     3975       33  3048411 | 36.158 % |
c |     5742         0      543 |     118      486    50553 |  1517     3998       33  3058339 | 36.158 % |
c |     5782         0      541 |     118      486    50676 |  1522     3990       33  3068290 | 36.158 % |
c |     5790         0      542 |     118      486    50919 |  1527     3954       33  3078211 | 36.159 % |
c |     5795         0      543 |     117      482      276 |  1532     3070       41  3087937 | 36.257 % |
c |     5815         0      543 |     117      482      353 |  1537     3963       41  3096980 | 36.256 % |
c |     5815         0      545 |     117      482      443 |  1542     3976       41  3106907 | 36.256 % |
c |     5824         0      546 |     117      482      682 |  1547     3968       42  3116797 | 36.257 % |
c |     5825         0      547 |     117      482      739 |  1552     3979       42  3126724 | 36.256 % |
c |     5838         0      548 |     117      482      905 |  1557     3975       42  3136649 | 36.257 % |
c |     5861         0      547 |     117      482     1019 |  1562     3984       42  3146571 | 36.256 % |
c |     5896         0      546 |     117      482     1237 |  1567     3975       42  3156505 | 36.257 % |
c |     5926         0      545 |     117      482     1465 |  1572     3976       42  3166424 | 36.257 % |
c |     5940         0      545 |     117      482     1506 |  1577     3968       42  3176354 | 36.256 % |
c |     5944         0      546 |     117      482     1678 |  1582     3949       42  3186263 | 36.257 % |
c |     5964         0      546 |     117      482     2418 |  1587     3967       44  3196029 | 36.256 % |
c |     5979         0      546 |     117      482     2459 |  1592     3981       44  3205968 | 36.256 % |
c |     5992         0      547 |     117      482     2592 |  1597     3985       44  3215910 | 36.256 % |
c |     6009         0      547 |     117      482     2671 |  1602     3971       44  3225856 | 36.258 % |
c |     6034         0      546 |     117      482     2869 |  1607     3968       44  3235763 | 36.256 % |
c |     6052         0      546 |     117      482     3068 |  1612     3971       44  3245657 | 36.256 % |
c |     6060         0      547 |     117      482     3220 |  1617     3971       44  3255573 | 36.256 % |
c |     6072         0      548 |     117      482     3283 |  1622     3987       44  3265504 | 36.257 % |
c |     6087         0      548 |     117      482     3525 |  1627     3976       44  3275403 | 36.257 % |
c |     6095         0      549 |     117      482     3617 |  1632     3993       45  3285330 | 36.256 % |
c |     6100         0      550 |     117      482     3963 |  1637     3980       45  3295238 | 36.257 % |
c |     6104         0      552 |     117      482     4220 |  1642     3959       45  3305141 | 36.257 % |
c |     6136         0      550 |     117      482     4334 |  1647     3991       45  3315033 | 36.256 % |
c |     6156         0      550 |     117      482     4482 |  1652     3991       45  3324972 | 36.256 % |
c |     6189         0      549 |     117      482     4673 |  1657     3961       45  3334920 | 36.257 % |
c |     6197         0      550 |     117      482     4822 |  1662     3948       45  3344823 | 36.257 % |
c |     6231         0      548 |     117      482     4989 |  1667     3983       45  3354706 | 36.257 % |
c |     6257         0      548 |     117      482     5213 |  1672     3979       45  3364626 | 36.256 % |
c |     6267         0      548 |     117      482     5486 |  1677     3952       45  3374537 | 36.257 % |
c |     6311         0      546 |     117      482     5606 |  1682     3984       45  3384433 | 36.257 % |
c |     6318         0      547 |     117      482     5696 |  1687     3977       45  3394365 | 36.256 % |
c |     6326         0      548 |     117      482     6007 |  1692     3955       45  3404271 | 36.257 % |
c |     6336         0      549 |     117      482     6168 |  1697     3989       45  3414157 | 36.256 % |
c |     6337         0      550 |     117      482     6235 |  1702     3977       45  3424094 | 36.256 % |
c |     6347         0      551 |     117      482     6306 |  1707     3989       45  3434018 | 36.257 % |
c |     6347         0      553 |     117      482     6443 |  1712     3994       45  3443946 | 36.257 % |
c |     6359         0      553 |     117      482     6886 |  1717     3909       45  3453876 | 36.258 % |
c |     6361         0      554 |     116      475   -14053 |  1722     2144       53  3463570 | 36.355 % |
c |     6397         0      553 |     116      475   -14002 |  1727     3922       53  3471742 | 36.355 % |
c |     6419         0      553 |     116      475   -13857 |  1732     3985       53  3481610 | 36.355 % |
c |     6472         0      550 |     116      475   -13770 |  1737     3982       53  3491565 | 36.355 % |
c |     6510         0      548 |     116      475   -13652 |  1742     3980       53  3501507 | 36.355 % |
c |     6520         0      549 |     116      475   -13555 |  1747     3993       53  3511440 | 36.355 % |
c |     6520         0      550 |     116      475   -13328 |  1752     3975       53  3521361 | 36.355 % |
c |     6537         0      550 |     116      475   -12778 |  1757     3920       54  3531181 | 36.355 % |
c |     6542         0      551 |     116      475   -11927 |  1762     3947       55  3540960 | 36.355 % |
c |     6553         0      552 |     116      475   -11671 |  1767     3978       55  3550858 | 36.355 % |
c |     6555         0      553 |     116      475   -11267 |  1772     3957       55  3560729 | 36.355 % |
c |     6562         0      554 |     116      475   -11193 |  1777     3982       55  3570625 | 36.356 % |
c |     6569         0      555 |     116      475   -10890 |  1782     3966       55  3580549 | 36.356 % |
c |     6577         0      556 |     116      475   -10750 |  1787     3960       56  3590449 | 36.355 % |
c |     6581         0      557 |     116      475   -10603 |  1792     3985       56  3600342 | 36.355 % |
c |     6605         0      557 |     116      475   -10461 |  1797     3978       56  3610260 | 36.355 % |
c |     6608         0      558 |     116      475   -10165 |  1802     3953       57  3620158 | 36.355 % |
c |     6615         0      559 |     116      475    -9832 |  1807     3977       57  3630013 | 36.356 % |
c |     6620         0      560 |     116      475    -9591 |  1812     3965       57  3639916 | 36.356 % |
c |     6620         0      561 |     116      475    -8724 |  1817     3817       58  3649714 | 36.357 % |
c |     6638         0      561 |     115      467   -27887 |  1822     3799       69  3658327 | 36.454 % |
c |     6641         0      563 |     115      467   -27656 |  1827     3970       69  3668041 | 36.453 % |
c |     6663         0      562 |     115      467   -27511 |  1832     3977       69  3677951 | 36.453 % |
c |     6670         0      563 |     115      467   -27273 |  1837     3971       70  3687853 | 36.454 % |
c |     6688         0      563 |     115      467   -27081 |  1842     3974       70  3697767 | 36.453 % |
c |     6711         0      563 |     115      467   -26819 |  1847     3950       71  3707682 | 36.453 % |
c |     6735         0      562 |     115      467   -26652 |  1852     3947       72  3717597 | 36.453 % |
c |     6754         0      562 |     115      467   -26258 |  1857     3961       72  3727438 | 36.453 % |
c |     6783         0      561 |     115      467   -26000 |  1862     3940       72  3737354 | 36.454 % |
c |     6783         0      563 |     115      467   -25608 |  1867     3927       72  3747178 | 36.454 % |
c |     6783         0      564 |     115      467   -24710 |  1872     3861       74  3756910 | 36.454 % |
c |     6784         0      566 |     115      467   -24132 |  1877     3948       75  3766619 | 36.453 % |
c |     6786         0      567 |     115      467   -23907 |  1882     3962       75  3776508 | 36.454 % |
c |     6802         0      567 |     115      467   -23289 |  1887     3843       77  3786391 | 36.454 % |
c |     6804         0      568 |     114      462   -35877 |  1892     3581       88  3794836 | 36.552 % |
c |     6820         0      568 |     114      462   -35783 |  1897     3972       88  3804382 | 36.552 % |
c |     6836         0      569 |     114      462   -35686 |  1902     3978       88  3814294 | 36.552 % |
c |     6859         0      568 |     114      462   -35459 |  1907     3973       88  3824196 | 36.552 % |
c |     6863         0      569 |     114      462   -35337 |  1912     3988       88  3834118 | 36.552 % |
c |     6879         0      569 |     114      462   -35102 |  1917     3963       89  3844042 | 36.552 % |
c |     6889         0      570 |     114      462   -34773 |  1922     3961       89  3853891 | 36.552 % |
c |     6889         0      571 |     114      462   -34464 |  1927     3970       89  3863735 | 36.552 % |
c |     6905         0      572 |     114      462   -34246 |  1932     3972       90  3873617 | 36.552 % |
c |     6917         0      572 |     114      462   -33815 |  1937     3938       91  3883510 | 36.552 % |
c |     6925         0      573 |     114      462   -33499 |  1942     3951       91  3893364 | 36.552 % |
c |     6927         0      574 |     114      462   -33117 |  1947     3970       93  3903201 | 36.552 % |
c |     6933         0      575 |     114      462   -32663 |  1952     3983       95  3913043 | 36.552 % |
c |     6937         0      576 |     114      462   -32452 |  1957     3986       95  3922968 | 36.552 % |
c |     6945         0      577 |     114      462   -31438 |  1962     3905       97  3932766 | 36.552 % |
c |     6946         0      578 |     114      462   -30857 |  1967     3932       97  3942526 | 36.552 % |
c |     6946         0      580 |     113      453   -51138 |  1972     2572       97  3952336 | 36.651 % |
c |     6946         0      581 |     113      453   -50187 |  1977     3856      100  3960755 | 36.651 % |
c |     6946         0      583 |     112      453   -48814 |  1982     3814      109  3970328 | 36.750 % |
c |     6946         0      584 |     111      439  -104876 |  1987     3406      119  3978391 | 36.848 % |
c |     6946         0      585 |     111      439  -104305 |  1992     3888      120  3987646 | 36.848 % |
c |     6950         0      587 |     110      434  -138352 |  1997     3273      129  3995264 | 36.946 % |
c |     6951         0      588 |     110      434  -137910 |  2002     3919      130  4004453 | 36.947 % |
c |     6951         0      589 |     109      424  -143873 |  2007     3437      139  4013690 | 37.045 % |
c |     6951         0      591 |     109      424  -143286 |  2012     3894      142  4022962 | 37.045 % |
c |     6951         0      592 |     109      424  -142458 |  2017     3912      144  4032670 | 37.045 % |
c |     6955         0      593 |     108      416  -170664 |  2022     3806      150  4041427 | 37.143 % |
c |     6957         0      595 |     108      416  -170327 |  2027     3921      150  4051139 | 37.143 % |
c |     6962         0      596 |     108      416  -169945 |  2032     3948      150  4060951 | 37.143 % |
c |     6965         0      597 |     108      416  -169433 |  2037     3926      152  4070796 | 37.143 % |
c |     6969         0      598 |     108      416  -168572 |  2042     3877      155  4080595 | 37.143 % |
c |     6969         0      599 |      82      282  -339392 |  2047      481      168  4090292 | 39.705 % |
c =========================================================================================================
c restarts              : 6969 (599 conflicts in avg)
c blocked restarts      : 0 (multiple: 0) 
c last block at restart : 0
c nb ReduceDB           : 2048
c nb removed Clauses    : 4090530
c nb learnts DL2        : 199
c nb learnts size 2     : 146
c nb learnts size 1     : 21
c nb permanent learnts  : 46821
c conflicts             : 4181269        (31231 /sec)
c decisions             : 4839162        (0.00 % random) (36144 /sec)
c propagations          : 77420382       (578265 /sec)
c nb reduced Clauses    : 6497
c CPU time              : 133.884 s

s UNSATISFIABLE
